opportunity_id,account_id,created_date,expected_close_date,sales_rep,region,industry,segment,lead_source,stage,amount,probability,sales_cycle_days,weighted_pipeline
OPP-200191,ACC-11353,2025-03-27,2025-03-30,Rep 13,Northeast,Retail,SMB,Inbound,Demo,16600,0.38,3,6308.0
OPP-200192,ACC-11215,2023-09-12,2023-11-20,Rep 42,West,Healthcare,Mid-Market,Referral,Lead,31800,0.08,69,2544.0
OPP-200193,ACC-12050,2025-02-04,2025-03-13,Rep 11,Southwest,Education,Mid-Market,Outbound,Demo,15200,0.38,37,5776.0
OPP-200194,ACC-10637,2023-11-13,2024-01-24,Rep 41,Southwest,Logistics,Mid-Market,Partner,Demo,44100,0.38,72,16758.0
OPP-200195,ACC-12202,2024-08-20,2024-09-28,Rep 30,Northeast,Healthcare,Mid-Market,Outbound,Closed Won,38000,1.0,39,38000.0
OPP-200196,ACC-13519,2025-04-05,2025-06-05,Rep 3,Southeast,Real Estate,Mid-Market,Outbound,Demo,15000,0.38,61,5700.0
OPP-200197,ACC-11987,2024-04-14,2024-04-24,Rep 13,West,Software,SMB,Outbound,Negotiation,8100,0.72,10,5832.0
OPP-200198,ACC-13928,2023-01-17,2023-04-10,Rep 26,Southeast,Logistics,Enterprise,Paid Search,Closed Won,115500,1.0,83,115500.0
OPP-200199,ACC-13610,2024-07-23,2024-08-17,Rep 28,Midwest,Healthcare,SMB,Inbound,Qualified,7900,0.22,25,1738.0
OPP-200200,ACC-14083,2025-06-06,2025-06-29,Rep 36,Southwest,Manufacturing,SMB,Referral,Proposal,5800,0.56,23,3248.0
OPP-200201,ACC-10785,2024-06-05,2024-07-20,Rep 31,Midwest,Logistics,Mid-Market,Referral,Proposal,44200,0.56,45,24752.0
OPP-200202,ACC-14033,2024-07-18,2024-08-25,Rep 28,Southeast,Real Estate,SMB,Event,Closed Won,6800,1.0,38,6800.0
OPP-200203,ACC-15857,2025-04-27,2025-05-30,Rep 8,Northeast,Logistics,SMB,Paid Search,Lead,6700,0.08,33,536.0
OPP-200204,ACC-14350,2024-08-11,2024-08-21,Rep 12,Northeast,Real Estate,SMB,Inbound,Lead,7000,0.08,10,560.0
OPP-200205,ACC-12034,2025-04-25,2025-05-23,Rep 4,Southwest,Software,Mid-Market,Paid Search,Demo,62600,0.38,28,23788.0
OPP-200206,ACC-13073,2024-12-29,2025-03-19,Rep 9,West,Finance,Enterprise,Inbound,Demo,103500,0.38,80,39330.0
OPP-200207,ACC-10363,2025-04-18,2025-06-11,Rep 10,Midwest,Manufacturing,Mid-Market,Referral,Negotiation,32500,0.72,54,23400.0
OPP-200208,ACC-10779,2024-07-10,2024-07-13,Rep 23,West,Real Estate,SMB,Outbound,Closed Lost,5600,0.0,3,0.0
OPP-200209,ACC-10826,2023-10-23,2023-12-21,Rep 3,West,Education,SMB,Outbound,Negotiation,5900,0.72,59,4248.0
OPP-200210,ACC-14127,2023-10-02,2023-10-24,Rep 1,Southeast,Finance,SMB,Inbound,Proposal,9400,0.56,22,5264.0
OPP-200211,ACC-13516,2023-05-25,2023-06-15,Rep 26,West,Retail,SMB,Partner,Closed Lost,9400,0.0,21,0.0
OPP-200212,ACC-12583,2025-02-07,2025-04-22,Rep 6,West,Real Estate,SMB,Outbound,Negotiation,6600,0.72,74,4752.0
OPP-200213,ACC-15441,2024-03-14,2024-05-13,Rep 25,Southwest,Software,SMB,Outbound,Closed Won,10300,1.0,60,10300.0
OPP-200214,ACC-15341,2025-03-15,2025-04-20,Rep 34,West,Software,SMB,Inbound,Proposal,3900,0.56,36,2184.0
OPP-200215,ACC-10293,2024-11-03,2024-12-18,Rep 17,Northeast,Healthcare,SMB,Outbound,Demo,4200,0.38,45,1596.0
OPP-200216,ACC-11782,2023-11-24,2024-02-19,Rep 4,West,Healthcare,Mid-Market,Inbound,Closed Won,27200,1.0,87,27200.0
OPP-200217,ACC-11403,2023-04-13,2023-06-18,Rep 21,Midwest,Healthcare,Mid-Market,Paid Search,Lead,117800,0.08,66,9424.0
OPP-200218,ACC-10499,2025-03-26,2025-07-05,Rep 28,West,Software,Enterprise,Event,Qualified,156600,0.22,101,34452.0
OPP-200219,ACC-10442,2025-02-05,2025-02-08,Rep 42,Northeast,Education,SMB,Event,Closed Won,8100,1.0,3,8100.0
OPP-200220,ACC-11064,2023-05-14,2023-06-15,Rep 11,West,Education,Mid-Market,Event,Negotiation,23800,0.72,32,17136.0
OPP-200221,ACC-10932,2023-12-17,2024-01-15,Rep 35,West,Healthcare,SMB,Outbound,Closed Won,4000,1.0,29,4000.0
OPP-200222,ACC-14420,2023-09-26,2024-01-04,Rep 34,Southeast,Finance,Enterprise,Paid Search,Demo,46200,0.38,100,17556.0
OPP-200223,ACC-11753,2023-04-28,2023-05-25,Rep 40,Southwest,Manufacturing,SMB,Outbound,Lead,32200,0.08,27,2576.0
OPP-200224,ACC-14083,2025-02-13,2025-03-21,Rep 2,Southwest,Manufacturing,SMB,Event,Proposal,8200,0.56,36,4592.0
OPP-200225,ACC-13217,2024-02-22,2024-04-19,Rep 1,Northeast,Education,Mid-Market,Paid Search,Closed Lost,12900,0.0,57,0.0
OPP-200226,ACC-14453,2023-10-25,2023-12-03,Rep 22,Midwest,Education,SMB,Referral,Demo,10300,0.38,39,3914.0
OPP-200227,ACC-13058,2025-04-28,2025-07-02,Rep 42,Southwest,Manufacturing,SMB,Outbound,Negotiation,3000,0.72,65,2160.0
OPP-200228,ACC-10718,2025-02-05,2025-04-28,Rep 40,Midwest,Healthcare,Enterprise,Inbound,Closed Won,496700,1.0,82,496700.0
OPP-200229,ACC-13777,2024-07-10,2024-07-22,Rep 12,Northeast,Manufacturing,SMB,Outbound,Closed Won,24000,1.0,12,24000.0
OPP-200230,ACC-15934,2024-12-24,2025-02-14,Rep 29,Southeast,Manufacturing,SMB,Referral,Qualified,12900,0.22,52,2838.0
OPP-200231,ACC-11158,2024-07-16,2024-07-19,Rep 5,Southwest,Education,SMB,Paid Search,Proposal,11400,0.56,3,6384.0
OPP-200232,ACC-14542,2023-10-17,2024-01-13,Rep 31,Northeast,Software,SMB,Event,Qualified,4600,0.22,88,1012.0
OPP-200233,ACC-13380,2023-02-06,2023-02-28,Rep 22,Southwest,Education,SMB,Inbound,Closed Lost,13700,0.0,22,0.0
OPP-200234,ACC-11729,2024-11-10,2024-12-29,Rep 28,Northeast,Education,Mid-Market,Paid Search,Lead,61500,0.08,49,4920.0
OPP-200235,ACC-12385,2023-11-05,2023-12-03,Rep 40,Southeast,Software,SMB,Outbound,Qualified,3200,0.22,28,704.0
OPP-200236,ACC-10380,2025-03-05,2025-03-08,Rep 30,Southwest,Logistics,SMB,Referral,Qualified,2000,0.22,3,440.0
OPP-200237,ACC-15696,2024-11-24,2025-01-14,Rep 7,Southwest,Software,SMB,Event,Proposal,17100,0.56,51,9576.0
OPP-200238,ACC-11028,2025-05-13,2025-06-17,Rep 31,Northeast,Finance,SMB,Inbound,Qualified,15900,0.22,35,3498.0
OPP-200239,ACC-15848,2023-05-30,2023-07-29,Rep 38,Southwest,Logistics,Mid-Market,Inbound,Negotiation,26000,0.72,60,18720.0
OPP-200240,ACC-15680,2023-05-07,2023-05-29,Rep 11,West,Education,Mid-Market,Partner,Qualified,22100,0.22,22,4862.0
OPP-200241,ACC-12849,2024-02-14,2024-02-17,Rep 37,Southeast,Manufacturing,SMB,Inbound,Proposal,5700,0.56,3,3192.0
OPP-200242,ACC-13148,2024-06-09,2024-07-11,Rep 7,Midwest,Retail,SMB,Outbound,Lead,11000,0.08,32,880.0
OPP-200243,ACC-14605,2023-11-18,2024-01-12,Rep 16,Southwest,Real Estate,Mid-Market,Inbound,Proposal,16300,0.56,55,9128.0
OPP-200244,ACC-11341,2023-08-17,2023-10-12,Rep 18,Southeast,Manufacturing,SMB,Partner,Lead,5800,0.08,56,464.0
OPP-200245,ACC-11648,2024-01-03,2024-02-27,Rep 15,Southwest,Retail,SMB,Referral,Qualified,12100,0.22,55,2662.0
OPP-200246,ACC-11583,2023-07-16,2023-09-10,Rep 35,Southeast,Finance,Enterprise,Event,Proposal,244800,0.56,56,137088.0
OPP-200247,ACC-15415,2023-11-01,2024-02-28,Rep 14,Midwest,Education,Mid-Market,Outbound,Demo,94300,0.38,119,35834.0
OPP-200248,ACC-11418,2023-01-22,2023-03-21,Rep 40,Midwest,Education,SMB,Referral,Qualified,5100,0.22,58,1122.0
OPP-200249,ACC-13766,2024-10-14,2025-01-19,Rep 9,West,Manufacturing,Enterprise,Outbound,Demo,38100,0.38,97,14478.0
OPP-200250,ACC-11502,2024-03-03,2024-05-29,Rep 39,Southwest,Software,Enterprise,Inbound,Qualified,68700,0.22,87,15114.0
OPP-200251,ACC-14858,2024-04-09,2024-06-18,Rep 33,West,Logistics,Mid-Market,Paid Search,Negotiation,32000,0.72,70,23040.0
OPP-200252,ACC-10595,2024-06-06,2024-09-01,Rep 42,Southeast,Real Estate,Mid-Market,Referral,Demo,84700,0.38,87,32186.0
OPP-200253,ACC-12186,2023-07-21,2023-09-30,Rep 14,Southeast,Logistics,Mid-Market,Event,Qualified,137300,0.22,71,30206.0
OPP-200254,ACC-14775,2023-05-01,2023-06-25,Rep 4,Southwest,Logistics,Mid-Market,Partner,Negotiation,33100,0.72,55,23832.0
OPP-200255,ACC-15218,2024-12-30,2025-01-10,Rep 12,West,Real Estate,SMB,Paid Search,Closed Won,148700,1.0,11,148700.0
OPP-200256,ACC-12939,2025-02-26,2025-05-25,Rep 4,West,Retail,Enterprise,Event,Closed Won,180800,1.0,88,180800.0
OPP-200257,ACC-11972,2024-05-30,2024-08-22,Rep 22,Northeast,Education,Enterprise,Inbound,Qualified,43400,0.22,84,9548.0
OPP-200258,ACC-15681,2024-12-05,2025-01-14,Rep 10,West,Retail,SMB,Inbound,Lead,11800,0.08,40,944.0
OPP-200259,ACC-15898,2023-02-14,2023-05-29,Rep 42,Southeast,Healthcare,Enterprise,Partner,Closed Won,85400,1.0,104,85400.0
OPP-200260,ACC-14293,2024-01-07,2024-01-20,Rep 26,Midwest,Education,SMB,Partner,Demo,12300,0.38,13,4674.0
OPP-200261,ACC-15799,2023-09-22,2023-10-17,Rep 22,Northeast,Healthcare,SMB,Referral,Proposal,3400,0.56,25,1904.0
OPP-200262,ACC-10316,2024-09-21,2024-11-03,Rep 34,Southeast,Healthcare,Mid-Market,Outbound,Qualified,69000,0.22,43,15180.0
OPP-200263,ACC-15986,2023-01-10,2023-01-13,Rep 13,Southwest,Education,SMB,Partner,Lead,2400,0.08,3,192.0
OPP-200264,ACC-12250,2023-09-22,2023-12-01,Rep 17,Southwest,Retail,Mid-Market,Inbound,Proposal,18000,0.56,70,10080.0
OPP-200265,ACC-12100,2023-02-23,2023-06-01,Rep 22,Southwest,Logistics,Enterprise,Partner,Proposal,129900,0.56,98,72744.0
OPP-200266,ACC-15551,2024-07-04,2024-08-22,Rep 23,Northeast,Education,Mid-Market,Inbound,Proposal,20300,0.56,49,11368.0
OPP-200267,ACC-13290,2024-03-23,2024-05-16,Rep 23,Southeast,Software,Mid-Market,Referral,Proposal,50800,0.56,54,28448.0
OPP-200268,ACC-12725,2025-01-21,2025-03-19,Rep 40,Southwest,Real Estate,Mid-Market,Outbound,Demo,34500,0.38,57,13110.0
OPP-200269,ACC-11299,2025-04-13,2025-07-06,Rep 24,Southwest,Manufacturing,Enterprise,Referral,Proposal,416000,0.56,84,232960.0
OPP-200270,ACC-13690,2023-03-22,2023-04-12,Rep 38,Northeast,Logistics,SMB,Partner,Closed Lost,5900,0.0,21,0.0
OPP-200271,ACC-12338,2025-04-14,2025-06-04,Rep 31,Southeast,Retail,Mid-Market,Inbound,Closed Won,15200,1.0,51,15200.0
OPP-200272,ACC-14393,2025-02-03,2025-03-16,Rep 17,Southwest,Manufacturing,SMB,Referral,Proposal,13600,0.56,41,7616.0
OPP-200273,ACC-14711,2024-12-16,2025-01-28,Rep 16,Southwest,Retail,SMB,Outbound,Proposal,18000,0.56,43,10080.0
OPP-200274,ACC-14538,2025-03-05,2025-03-16,Rep 39,Northeast,Software,SMB,Referral,Demo,8600,0.38,11,3268.0
OPP-200275,ACC-12445,2025-02-28,2025-03-24,Rep 23,Midwest,Finance,SMB,Inbound,Closed Won,9300,1.0,24,9300.0
OPP-200276,ACC-15329,2023-02-05,2023-03-17,Rep 17,Midwest,Healthcare,SMB,Outbound,Closed Won,13300,1.0,40,13300.0
OPP-200277,ACC-15947,2025-06-15,2025-07-20,Rep 19,Southwest,Real Estate,SMB,Paid Search,Closed Won,24900,1.0,35,24900.0
OPP-200278,ACC-15142,2025-02-09,2025-02-12,Rep 41,West,Manufacturing,SMB,Inbound,Negotiation,20100,0.72,3,14472.0
OPP-200279,ACC-15694,2024-11-11,2024-12-31,Rep 20,Southeast,Finance,SMB,Referral,Closed Won,7300,1.0,50,7300.0
OPP-200280,ACC-13488,2025-06-06,2025-06-18,Rep 37,Southwest,Healthcare,SMB,Inbound,Qualified,18200,0.22,12,4004.0
OPP-200281,ACC-10461,2025-01-19,2025-02-02,Rep 9,Northeast,Healthcare,SMB,Inbound,Proposal,17100,0.56,14,9576.0
OPP-200282,ACC-10730,2025-02-12,2025-06-05,Rep 2,Midwest,Manufacturing,Enterprise,Inbound,Proposal,38200,0.56,113,21392.0
OPP-200283,ACC-14696,2024-08-30,2024-10-27,Rep 24,Midwest,Manufacturing,Mid-Market,Outbound,Qualified,28500,0.22,58,6270.0
OPP-200284,ACC-14901,2023-10-14,2023-11-24,Rep 21,Midwest,Retail,SMB,Referral,Negotiation,43100,0.72,41,31032.0
OPP-200285,ACC-14789,2024-01-10,2024-03-04,Rep 18,West,Retail,SMB,Event,Lead,15100,0.08,54,1208.0
OPP-200286,ACC-13129,2024-09-09,2024-11-13,Rep 6,Northeast,Logistics,SMB,Outbound,Demo,9300,0.38,65,3534.0
OPP-200287,ACC-10248,2023-07-06,2023-10-21,Rep 34,Southwest,Finance,Enterprise,Outbound,Closed Won,53000,1.0,107,53000.0
OPP-200288,ACC-12083,2023-08-04,2023-11-24,Rep 5,Midwest,Manufacturing,Enterprise,Event,Negotiation,317200,0.72,112,228384.0
OPP-200289,ACC-10308,2025-05-04,2025-08-02,Rep 7,Northeast,Manufacturing,Mid-Market,Event,Proposal,54900,0.56,90,30744.0
OPP-200290,ACC-14281,2025-04-05,2025-06-17,Rep 29,Northeast,Manufacturing,SMB,Event,Lead,15600,0.08,73,1248.0
OPP-200291,ACC-10365,2024-12-14,2025-01-11,Rep 37,Midwest,Finance,SMB,Outbound,Proposal,4900,0.56,28,2744.0
OPP-200292,ACC-14335,2025-05-23,2025-06-25,Rep 19,West,Healthcare,SMB,Outbound,Qualified,20700,0.22,33,4554.0
OPP-200293,ACC-12541,2024-08-20,2024-10-26,Rep 19,Northeast,Education,Mid-Market,Outbound,Proposal,10800,0.56,67,6048.0
OPP-200294,ACC-13327,2023-10-04,2023-10-18,Rep 9,West,Logistics,SMB,Inbound,Demo,4300,0.38,14,1634.0
OPP-200295,ACC-12960,2023-07-08,2023-09-11,Rep 33,West,Retail,Mid-Market,Referral,Lead,137000,0.08,65,10960.0
OPP-200296,ACC-13191,2023-08-31,2023-12-15,Rep 10,West,Retail,Enterprise,Paid Search,Closed Won,208300,1.0,106,208300.0
OPP-200297,ACC-11190,2024-10-01,2025-01-06,Rep 41,Northeast,Software,Enterprise,Event,Closed Won,61700,1.0,97,61700.0
OPP-200298,ACC-13226,2024-08-10,2024-10-23,Rep 22,Southeast,Logistics,Enterprise,Outbound,Demo,439400,0.38,74,166972.0
OPP-200299,ACC-11209,2024-11-14,2025-03-18,Rep 33,Northeast,Logistics,Enterprise,Referral,Demo,107100,0.38,124,40698.0
OPP-200300,ACC-15973,2024-04-15,2024-06-29,Rep 19,Northeast,Finance,Mid-Market,Outbound,Closed Won,35700,1.0,75,35700.0
OPP-200301,ACC-12434,2023-06-09,2023-06-29,Rep 29,Southwest,Software,SMB,Outbound,Closed Lost,1000,0.0,20,0.0
OPP-200302,ACC-10639,2024-09-06,2024-09-09,Rep 27,Southwest,Real Estate,SMB,Inbound,Proposal,7000,0.56,3,3920.0
OPP-200303,ACC-11079,2025-01-29,2025-02-15,Rep 15,Southwest,Software,SMB,Referral,Closed Lost,3100,0.0,17,0.0
OPP-200304,ACC-10363,2023-01-04,2023-03-23,Rep 18,Midwest,Manufacturing,Mid-Market,Partner,Closed Won,134100,1.0,78,134100.0
OPP-200305,ACC-11763,2024-09-21,2024-11-15,Rep 21,Midwest,Software,Mid-Market,Inbound,Qualified,23300,0.22,55,5126.0
OPP-200306,ACC-15976,2025-04-23,2025-04-27,Rep 42,Midwest,Healthcare,SMB,Paid Search,Lead,13700,0.08,4,1096.0
OPP-200307,ACC-14507,2023-12-16,2023-12-25,Rep 2,Northeast,Real Estate,SMB,Outbound,Demo,13400,0.38,9,5092.0
OPP-200308,ACC-11274,2024-08-04,2024-09-17,Rep 20,Southeast,Software,Mid-Market,Outbound,Closed Won,86200,1.0,44,86200.0
OPP-200309,ACC-14724,2024-03-28,2024-03-31,Rep 35,West,Logistics,Mid-Market,Referral,Proposal,85400,0.56,3,47824.0
OPP-200310,ACC-14105,2024-10-29,2024-12-23,Rep 25,West,Manufacturing,SMB,Paid Search,Lead,5100,0.08,55,408.0
OPP-200311,ACC-12227,2024-12-28,2025-04-03,Rep 19,Southeast,Manufacturing,Enterprise,Outbound,Proposal,330100,0.56,96,184856.0
OPP-200312,ACC-10032,2023-03-10,2023-04-15,Rep 28,Southwest,Logistics,SMB,Outbound,Demo,2400,0.38,36,912.0
OPP-200313,ACC-10854,2023-07-21,2023-07-25,Rep 35,West,Logistics,SMB,Referral,Closed Lost,2300,0.0,4,0.0
OPP-200314,ACC-14782,2024-07-20,2024-11-16,Rep 11,Southeast,Education,Enterprise,Paid Search,Demo,90700,0.38,119,34466.0
OPP-200315,ACC-10442,2024-06-02,2024-06-19,Rep 5,Northeast,Education,SMB,Paid Search,Lead,2800,0.08,17,224.0
OPP-200316,ACC-11853,2023-01-14,2023-03-08,Rep 22,Northeast,Real Estate,Mid-Market,Event,Demo,61100,0.38,53,23218.0
OPP-200317,ACC-11118,2025-01-07,2025-05-05,Rep 37,Midwest,Finance,Enterprise,Referral,Negotiation,99300,0.72,118,71496.0
OPP-200318,ACC-10848,2025-02-16,2025-04-16,Rep 11,Midwest,Healthcare,Enterprise,Event,Demo,88300,0.38,59,33554.0
OPP-200319,ACC-15759,2023-12-23,2023-12-26,Rep 7,Southeast,Manufacturing,SMB,Partner,Qualified,3900,0.22,3,858.0
OPP-200320,ACC-12893,2023-06-18,2023-08-19,Rep 7,West,Healthcare,SMB,Referral,Demo,11100,0.38,62,4218.0
OPP-200321,ACC-10192,2023-05-04,2023-06-30,Rep 33,Southeast,Real Estate,SMB,Outbound,Proposal,9500,0.56,57,5320.0
OPP-200322,ACC-11635,2024-08-28,2024-10-31,Rep 19,Midwest,Finance,SMB,Inbound,Lead,11900,0.08,64,952.0
OPP-200323,ACC-10276,2024-01-26,2024-02-17,Rep 11,Midwest,Healthcare,SMB,Partner,Closed Won,8000,1.0,22,8000.0
OPP-200324,ACC-14795,2023-09-08,2023-12-28,Rep 7,Southeast,Finance,Enterprise,Partner,Demo,42300,0.38,111,16074.0
OPP-200325,ACC-11486,2023-03-27,2023-05-08,Rep 28,Northeast,Retail,SMB,Referral,Proposal,6500,0.56,42,3640.0
OPP-200326,ACC-15492,2024-01-21,2024-04-19,Rep 24,Northeast,Logistics,Enterprise,Event,Demo,36700,0.38,89,13946.0
OPP-200327,ACC-14935,2025-04-28,2025-05-18,Rep 24,Midwest,Finance,SMB,Inbound,Demo,11900,0.38,20,4522.0
OPP-200328,ACC-13368,2024-02-04,2024-02-24,Rep 15,Midwest,Retail,SMB,Referral,Demo,3100,0.38,20,1178.0
OPP-200329,ACC-14645,2024-10-06,2024-11-12,Rep 28,West,Logistics,Mid-Market,Paid Search,Negotiation,15400,0.72,37,11088.0
OPP-200330,ACC-12311,2025-06-07,2025-07-14,Rep 15,Northeast,Software,SMB,Partner,Closed Won,3000,1.0,37,3000.0
OPP-200331,ACC-15077,2023-01-01,2023-02-27,Rep 4,Southeast,Manufacturing,Mid-Market,Outbound,Closed Won,20700,1.0,57,20700.0
OPP-200332,ACC-10607,2024-11-27,2025-02-17,Rep 19,Midwest,Retail,Mid-Market,Paid Search,Lead,71200,0.08,82,5696.0
OPP-200333,ACC-15015,2025-04-20,2025-06-19,Rep 13,Northeast,Logistics,SMB,Outbound,Closed Lost,18600,0.0,60,0.0
OPP-200334,ACC-12527,2023-07-27,2023-09-07,Rep 21,Southeast,Software,SMB,Inbound,Proposal,2500,0.56,42,1400.0
OPP-200335,ACC-13340,2024-08-17,2024-11-16,Rep 3,Northeast,Software,Mid-Market,Inbound,Lead,13300,0.08,91,1064.0
OPP-200336,ACC-11399,2023-03-22,2023-07-29,Rep 23,Southwest,Manufacturing,Enterprise,Event,Proposal,71300,0.56,129,39928.0
OPP-200337,ACC-11118,2024-02-10,2024-05-22,Rep 19,Midwest,Finance,Enterprise,Partner,Closed Lost,95500,0.0,102,0.0
OPP-200338,ACC-15102,2023-01-14,2023-01-17,Rep 30,Northeast,Retail,SMB,Inbound,Closed Won,4300,1.0,3,4300.0
OPP-200339,ACC-10068,2024-11-13,2025-02-14,Rep 41,West,Real Estate,Enterprise,Inbound,Closed Won,144800,1.0,93,144800.0
OPP-200340,ACC-12333,2024-01-09,2024-05-01,Rep 22,Northeast,Education,Enterprise,Referral,Proposal,133300,0.56,113,74648.0
OPP-200341,ACC-12328,2025-01-05,2025-03-07,Rep 26,West,Healthcare,Enterprise,Event,Qualified,328700,0.22,61,72314.0
OPP-200342,ACC-15685,2024-08-03,2024-10-28,Rep 19,West,Education,Mid-Market,Event,Proposal,18500,0.56,86,10360.0
OPP-200343,ACC-13707,2025-05-19,2025-07-11,Rep 6,Midwest,Manufacturing,Mid-Market,Referral,Proposal,34500,0.56,53,19320.0
OPP-200344,ACC-15359,2023-09-28,2023-12-23,Rep 25,Midwest,Retail,SMB,Outbound,Qualified,10900,0.22,86,2398.0
OPP-200345,ACC-14017,2025-01-15,2025-02-12,Rep 29,Midwest,Software,SMB,Outbound,Negotiation,6200,0.72,28,4464.0
OPP-200346,ACC-10099,2023-08-04,2023-10-11,Rep 22,Midwest,Education,Mid-Market,Partner,Demo,47400,0.38,68,18012.0
OPP-200347,ACC-13498,2024-09-25,2024-12-07,Rep 10,Northeast,Education,Mid-Market,Paid Search,Proposal,39200,0.56,73,21952.0
OPP-200348,ACC-11497,2024-12-07,2024-12-10,Rep 33,West,Real Estate,SMB,Event,Negotiation,10100,0.72,3,7272.0
OPP-200349,ACC-15515,2023-07-19,2023-08-10,Rep 40,Northeast,Retail,Mid-Market,Inbound,Negotiation,102200,0.72,22,73584.0
OPP-200350,ACC-11833,2024-01-28,2024-02-11,Rep 10,Northeast,Finance,SMB,Outbound,Negotiation,3500,0.72,14,2520.0
OPP-200351,ACC-12731,2024-01-13,2024-01-16,Rep 31,West,Software,SMB,Inbound,Proposal,7200,0.56,3,4032.0
OPP-200352,ACC-13960,2025-06-10,2025-06-23,Rep 30,Southeast,Real Estate,SMB,Partner,Qualified,8100,0.22,13,1782.0
OPP-200353,ACC-10190,2023-09-26,2024-01-21,Rep 7,Northeast,Software,Enterprise,Partner,Proposal,75200,0.56,117,42112.0
OPP-200354,ACC-11537,2024-11-03,2025-02-06,Rep 26,Northeast,Healthcare,Enterprise,Inbound,Closed Won,279300,1.0,95,279300.0
OPP-200355,ACC-13342,2023-05-06,2023-05-22,Rep 28,Midwest,Healthcare,SMB,Inbound,Lead,8000,0.08,16,640.0
OPP-200356,ACC-11738,2025-04-18,2025-05-28,Rep 24,Northeast,Manufacturing,SMB,Referral,Demo,10100,0.38,40,3838.0
OPP-200357,ACC-15378,2024-03-02,2024-03-05,Rep 26,West,Healthcare,SMB,Partner,Lead,8400,0.08,3,672.0
OPP-200358,ACC-14998,2025-02-08,2025-02-22,Rep 21,Southwest,Logistics,Mid-Market,Inbound,Closed Lost,39700,0.0,14,0.0
OPP-200359,ACC-13778,2024-04-19,2024-05-13,Rep 26,Southeast,Logistics,SMB,Partner,Negotiation,7300,0.72,24,5256.0
OPP-200360,ACC-15551,2023-11-14,2024-03-14,Rep 1,Northeast,Education,Mid-Market,Outbound,Closed Won,121800,1.0,121,121800.0
OPP-200361,ACC-14578,2024-02-11,2024-03-23,Rep 14,Northeast,Healthcare,SMB,Outbound,Negotiation,3900,0.72,41,2808.0
OPP-200362,ACC-12359,2023-09-07,2023-10-04,Rep 25,West,Real Estate,SMB,Referral,Demo,10800,0.38,27,4104.0
OPP-200363,ACC-13513,2024-01-02,2024-01-09,Rep 22,Midwest,Manufacturing,SMB,Referral,Closed Won,2700,1.0,7,2700.0
OPP-200364,ACC-11753,2024-06-04,2024-07-10,Rep 26,Southwest,Manufacturing,SMB,Outbound,Proposal,2400,0.56,36,1344.0
OPP-200365,ACC-11756,2023-04-28,2023-06-10,Rep 29,Southeast,Software,SMB,Outbound,Closed Lost,16700,0.0,43,0.0
OPP-200366,ACC-12203,2023-04-29,2023-05-30,Rep 6,Northeast,Manufacturing,Mid-Market,Partner,Proposal,12100,0.56,31,6776.0
OPP-200367,ACC-10559,2023-02-27,2023-04-16,Rep 28,West,Software,SMB,Partner,Closed Lost,2600,0.0,48,0.0
OPP-200368,ACC-15955,2024-08-07,2024-10-09,Rep 27,Northeast,Healthcare,Mid-Market,Outbound,Qualified,55000,0.22,63,12100.0
OPP-200369,ACC-13025,2024-04-15,2024-07-23,Rep 37,Northeast,Finance,Enterprise,Inbound,Closed Won,120000,1.0,99,120000.0
OPP-200370,ACC-11319,2024-02-04,2024-04-19,Rep 39,Midwest,Finance,SMB,Referral,Demo,2600,0.38,75,988.0
OPP-200371,ACC-15274,2023-08-19,2023-12-16,Rep 40,Southeast,Retail,Mid-Market,Partner,Closed Lost,29600,0.0,119,0.0
OPP-200372,ACC-15186,2023-07-08,2023-07-11,Rep 18,Northeast,Healthcare,SMB,Paid Search,Qualified,7700,0.22,3,1694.0
OPP-200373,ACC-11080,2024-08-21,2024-08-27,Rep 42,Northeast,Healthcare,SMB,Outbound,Negotiation,7100,0.72,6,5112.0
OPP-200374,ACC-13035,2024-02-21,2024-04-22,Rep 10,Southwest,Logistics,Mid-Market,Inbound,Closed Won,215700,1.0,61,215700.0
OPP-200375,ACC-13022,2023-08-21,2023-09-03,Rep 20,Southwest,Healthcare,SMB,Inbound,Proposal,12900,0.56,13,7224.0
OPP-200376,ACC-12372,2023-10-18,2023-12-22,Rep 13,Southwest,Retail,SMB,Event,Proposal,9300,0.56,65,5208.0
OPP-200377,ACC-10956,2024-03-09,2024-05-12,Rep 39,Midwest,Healthcare,Enterprise,Outbound,Closed Lost,126100,0.0,64,0.0
OPP-200378,ACC-11520,2023-06-26,2023-07-23,Rep 33,Southwest,Healthcare,SMB,Inbound,Lead,2400,0.08,27,192.0
OPP-200379,ACC-13401,2023-11-20,2023-12-17,Rep 6,West,Healthcare,SMB,Inbound,Closed Won,11200,1.0,27,11200.0
OPP-200380,ACC-12670,2023-12-19,2024-02-02,Rep 27,Northeast,Real Estate,SMB,Paid Search,Proposal,11400,0.56,45,6384.0
OPP-200381,ACC-10100,2023-07-10,2023-09-01,Rep 34,West,Real Estate,Mid-Market,Referral,Closed Won,13900,1.0,53,13900.0
OPP-200382,ACC-12573,2023-07-31,2023-08-04,Rep 32,West,Finance,SMB,Inbound,Demo,57500,0.38,4,21850.0
OPP-200383,ACC-11599,2024-09-04,2024-09-17,Rep 19,Southeast,Real Estate,SMB,Inbound,Negotiation,32300,0.72,13,23256.0
