activity_id,opportunity_id,activity_type,activity_date,status,owner
TASK-300398,OPP-236968,Call,2023-08-03,Completed,Rep 37
TASK-300399,OPP-201629,Follow-up,2023-11-27,Completed,Rep 10
TASK-300400,OPP-215904,Call,2025-07-30,Completed,Rep 3
TASK-300401,OPP-236667,Contract Review,2024-01-25,Completed,Rep 19
TASK-300402,OPP-230417,Proposal Sent,2023-04-07,Completed,Rep 34
TASK-300403,OPP-234081,Email,2023-11-20,Completed,Rep 5
TASK-300404,OPP-244788,Follow-up,2023-11-14,Open,Rep 34
TASK-300405,OPP-228413,Follow-up,2025-05-04,Completed,Rep 6
TASK-300406,OPP-243115,Contract Review,2025-06-27,Open,Rep 15
TASK-300407,OPP-224829,Call,2024-06-25,Open,Rep 19
TASK-300408,OPP-222701,Email,2023-12-09,Open,Rep 14
TASK-300409,OPP-238819,Email,2024-02-16,Open,Rep 28
TASK-300410,OPP-210750,Email,2024-05-15,Completed,Rep 41
TASK-300411,OPP-233699,Call,2023-11-08,Open,Rep 36
TASK-300412,OPP-233507,Contract Review,2024-01-25,Completed,Rep 36
TASK-300413,OPP-204375,Email,2024-03-23,Open,Rep 1
TASK-300414,OPP-232380,Email,2024-08-19,Completed,Rep 19
TASK-300415,OPP-224306,Proposal Sent,2024-01-27,Open,Rep 20
TASK-300416,OPP-211901,Email,2024-01-29,Completed,Rep 10
TASK-300417,OPP-217894,Contract Review,2025-01-31,Open,Rep 40
TASK-300418,OPP-241718,Call,2023-10-19,Open,Rep 26
TASK-300419,OPP-243177,Proposal Sent,2025-03-12,Completed,Rep 8
TASK-300420,OPP-232857,Email,2024-10-22,Completed,Rep 31
TASK-300421,OPP-235274,Call,2023-04-24,Open,Rep 41
TASK-300422,OPP-210393,Demo,2023-08-04,Open,Rep 30
TASK-300423,OPP-230724,Email,2023-08-05,Completed,Rep 36
TASK-300424,OPP-242248,Demo,2023-04-06,Completed,Rep 4
TASK-300425,OPP-219419,Proposal Sent,2024-04-22,Blocked,Rep 13
TASK-300426,OPP-244109,Follow-up,2025-01-11,Completed,Rep 36
TASK-300427,OPP-215727,Email,2025-05-10,Completed,Rep 11
TASK-300428,OPP-202385,Follow-up,2023-02-19,Completed,Rep 18
TASK-300429,OPP-218790,Follow-up,2024-11-30,Completed,Rep 23
TASK-300430,OPP-217941,Email,2025-02-06,Completed,Rep 41
TASK-300431,OPP-218330,Email,2023-11-19,Open,Rep 23
TASK-300432,OPP-244989,Follow-up,2023-08-31,Blocked,Rep 29
TASK-300433,OPP-207240,Proposal Sent,2023-05-19,Completed,Rep 40
TASK-300434,OPP-242015,Email,2024-04-16,Completed,Rep 14
TASK-300435,OPP-235691,Demo,2023-08-22,Completed,Rep 13
TASK-300436,OPP-208367,Contract Review,2024-05-18,Open,Rep 17
TASK-300437,OPP-242178,Email,2024-02-13,Completed,Rep 32
TASK-300438,OPP-245348,Call,2023-05-20,Completed,Rep 28
TASK-300439,OPP-227681,Email,2024-06-26,Open,Rep 17
TASK-300440,OPP-202530,Email,2023-09-16,Completed,Rep 29
TASK-300441,OPP-228929,Call,2025-04-02,Completed,Rep 41
TASK-300442,OPP-225116,Email,2024-05-25,Blocked,Rep 23
TASK-300443,OPP-239453,Email,2024-12-03,Open,Rep 14
TASK-300444,OPP-202839,Email,2024-12-28,Completed,Rep 2
TASK-300445,OPP-249284,Email,2024-09-28,Completed,Rep 38
TASK-300446,OPP-213851,Email,2023-07-09,Completed,Rep 6
TASK-300447,OPP-208944,Contract Review,2024-10-24,Completed,Rep 13
TASK-300448,OPP-244773,Call,2025-06-10,Completed,Rep 28
TASK-300449,OPP-210645,Follow-up,2024-07-22,Open,Rep 34
TASK-300450,OPP-229891,Call,2024-08-03,Open,Rep 42
TASK-300451,OPP-224746,Call,2024-02-22,Open,Rep 29
TASK-300452,OPP-234125,Follow-up,2024-03-21,Open,Rep 32
TASK-300453,OPP-226406,Contract Review,2025-04-12,Open,Rep 16
TASK-300454,OPP-207228,Follow-up,2024-02-16,Open,Rep 12
TASK-300455,OPP-230046,Follow-up,2023-10-10,Open,Rep 3
TASK-300456,OPP-202619,Email,2023-08-10,Completed,Rep 1
TASK-300457,OPP-206702,Email,2025-02-16,Completed,Rep 34
TASK-300458,OPP-235600,Call,2023-07-17,Open,Rep 14
TASK-300459,OPP-210978,Call,2023-11-13,Completed,Rep 41
TASK-300460,OPP-223188,Proposal Sent,2023-04-02,Completed,Rep 36
TASK-300461,OPP-204418,Demo,2023-07-12,Completed,Rep 31
TASK-300462,OPP-239444,Call,2024-02-12,Completed,Rep 34
TASK-300463,OPP-242556,Contract Review,2023-04-21,Completed,Rep 5
TASK-300464,OPP-226887,Email,2024-06-08,Open,Rep 30
TASK-300465,OPP-241783,Call,2024-03-02,Blocked,Rep 6
TASK-300466,OPP-209305,Email,2024-04-07,Completed,Rep 17
TASK-300467,OPP-237730,Call,2023-10-06,Completed,Rep 13
TASK-300468,OPP-237528,Demo,2023-06-29,Completed,Rep 10
TASK-300469,OPP-221037,Contract Review,2025-02-12,Completed,Rep 40
TASK-300470,OPP-247847,Call,2024-06-12,Completed,Rep 28
TASK-300471,OPP-211553,Email,2025-05-12,Open,Rep 35
TASK-300472,OPP-238462,Call,2024-11-21,Completed,Rep 1
TASK-300473,OPP-207432,Proposal Sent,2025-01-29,Completed,Rep 11
TASK-300474,OPP-233606,Email,2023-12-11,Completed,Rep 22
TASK-300475,OPP-247507,Follow-up,2025-04-25,Open,Rep 24
TASK-300476,OPP-205150,Email,2024-05-28,Completed,Rep 15
TASK-300477,OPP-236206,Email,2023-09-30,Completed,Rep 16
TASK-300478,OPP-243904,Email,2024-08-02,Completed,Rep 30
TASK-300479,OPP-244815,Call,2024-10-09,Completed,Rep 26
TASK-300480,OPP-205545,Proposal Sent,2024-11-28,Completed,Rep 30
TASK-300481,OPP-217371,Demo,2024-10-31,Completed,Rep 36
TASK-300482,OPP-204647,Follow-up,2024-12-21,Open,Rep 12
TASK-300483,OPP-232997,Follow-up,2024-03-28,Completed,Rep 19
TASK-300484,OPP-204288,Contract Review,2024-04-16,Completed,Rep 37
TASK-300485,OPP-237063,Call,2024-11-28,Completed,Rep 21
TASK-300486,OPP-220990,Follow-up,2024-12-22,Completed,Rep 23
TASK-300487,OPP-248589,Proposal Sent,2023-09-01,Completed,Rep 18
TASK-300488,OPP-236668,Proposal Sent,2023-05-06,Completed,Rep 16
TASK-300489,OPP-218747,Email,2024-04-09,Completed,Rep 30
TASK-300490,OPP-202165,Call,2023-04-05,Completed,Rep 19
TASK-300491,OPP-230399,Email,2024-12-20,Completed,Rep 17
TASK-300492,OPP-201793,Call,2023-11-03,Completed,Rep 20
TASK-300493,OPP-234352,Email,2024-07-25,Completed,Rep 36
TASK-300494,OPP-241760,Proposal Sent,2025-01-18,Completed,Rep 26
TASK-300495,OPP-224702,Email,2025-01-25,Completed,Rep 30
TASK-300496,OPP-246427,Email,2024-07-12,Open,Rep 6
TASK-300497,OPP-245386,Email,2023-11-19,Completed,Rep 29
TASK-300498,OPP-223400,Call,2023-07-03,Open,Rep 24
TASK-300499,OPP-238054,Email,2024-07-21,Completed,Rep 36
TASK-300500,OPP-241093,Proposal Sent,2025-01-01,Completed,Rep 18
TASK-300501,OPP-208782,Call,2025-01-13,Completed,Rep 23
TASK-300502,OPP-225226,Contract Review,2025-02-17,Completed,Rep 1
TASK-300503,OPP-242550,Call,2023-09-01,Completed,Rep 20
TASK-300504,OPP-202566,Email,2024-04-18,Completed,Rep 34
TASK-300505,OPP-214394,Email,2025-06-13,Completed,Rep 9
TASK-300506,OPP-220972,Call,2023-03-05,Completed,Rep 39
TASK-300507,OPP-208247,Call,2024-01-10,Open,Rep 18
TASK-300508,OPP-238956,Email,2023-11-13,Completed,Rep 24
TASK-300509,OPP-235189,Call,2025-03-08,Open,Rep 24
TASK-300510,OPP-247101,Follow-up,2025-03-22,Completed,Rep 14
TASK-300511,OPP-217488,Call,2025-04-26,Completed,Rep 25
TASK-300512,OPP-229419,Demo,2023-02-21,Completed,Rep 33
TASK-300513,OPP-230337,Contract Review,2025-03-26,Completed,Rep 39
TASK-300514,OPP-219716,Email,2024-07-09,Blocked,Rep 39
TASK-300515,OPP-247808,Email,2023-05-15,Open,Rep 29
TASK-300516,OPP-201643,Call,2024-07-20,Open,Rep 19
TASK-300517,OPP-238631,Demo,2025-04-11,Completed,Rep 12
TASK-300518,OPP-243777,Contract Review,2025-02-20,Completed,Rep 37
TASK-300519,OPP-225510,Call,2024-03-01,Open,Rep 36
TASK-300520,OPP-201342,Call,2024-12-24,Completed,Rep 9
TASK-300521,OPP-207065,Demo,2023-05-09,Completed,Rep 27
TASK-300522,OPP-204907,Email,2024-02-19,Open,Rep 3
TASK-300523,OPP-208267,Call,2023-03-13,Completed,Rep 40
TASK-300524,OPP-222042,Email,2024-04-19,Completed,Rep 12
TASK-300525,OPP-222737,Demo,2024-09-12,Open,Rep 19
TASK-300526,OPP-247217,Call,2024-02-14,Open,Rep 27
TASK-300527,OPP-234953,Demo,2024-10-14,Completed,Rep 25
TASK-300528,OPP-243115,Proposal Sent,2025-05-27,Open,Rep 24
TASK-300529,OPP-228844,Call,2024-05-25,Completed,Rep 21
TASK-300530,OPP-233615,Call,2023-09-12,Completed,Rep 5
TASK-300531,OPP-239159,Proposal Sent,2024-05-18,Open,Rep 14
TASK-300532,OPP-214553,Call,2024-12-24,Completed,Rep 13
TASK-300533,OPP-230637,Email,2023-10-07,Completed,Rep 27
TASK-300534,OPP-236817,Proposal Sent,2023-09-08,Completed,Rep 28
TASK-300535,OPP-200673,Email,2024-12-25,Open,Rep 32
TASK-300536,OPP-244483,Call,2025-06-09,Completed,Rep 11
TASK-300537,OPP-232298,Email,2024-12-04,Open,Rep 40
TASK-300538,OPP-204158,Email,2023-06-19,Completed,Rep 28
TASK-300539,OPP-244466,Call,2024-05-29,Open,Rep 24
TASK-300540,OPP-205489,Call,2024-10-26,Completed,Rep 25
TASK-300541,OPP-208408,Email,2023-10-03,Completed,Rep 1
TASK-300542,OPP-230704,Call,2024-04-10,Completed,Rep 6
TASK-300543,OPP-203370,Call,2023-03-28,Completed,Rep 2
TASK-300544,OPP-244466,Proposal Sent,2024-06-17,Completed,Rep 14
TASK-300545,OPP-217500,Email,2023-02-24,Completed,Rep 21
TASK-300546,OPP-240690,Call,2023-11-11,Completed,Rep 2
TASK-300547,OPP-204817,Call,2023-05-18,Completed,Rep 16
TASK-300548,OPP-231130,Demo,2023-04-02,Completed,Rep 37
TASK-300549,OPP-208849,Follow-up,2024-12-29,Completed,Rep 20
TASK-300550,OPP-202966,Follow-up,2025-03-13,Completed,Rep 29
TASK-300551,OPP-241997,Email,2025-03-31,Completed,Rep 41
TASK-300552,OPP-241125,Email,2023-06-25,Completed,Rep 11
TASK-300553,OPP-228840,Call,2025-08-27,Completed,Rep 41
TASK-300554,OPP-206225,Follow-up,2023-09-01,Completed,Rep 38
TASK-300555,OPP-220505,Follow-up,2023-11-11,Open,Rep 11
TASK-300556,OPP-212094,Call,2025-04-12,Completed,Rep 23
TASK-300557,OPP-229914,Demo,2023-02-16,Completed,Rep 19
TASK-300558,OPP-228651,Proposal Sent,2023-03-25,Completed,Rep 26
TASK-300559,OPP-213318,Demo,2024-12-24,Open,Rep 7
TASK-300560,OPP-218753,Email,2024-06-06,Completed,Rep 36
TASK-300561,OPP-200680,Email,2023-10-27,Completed,Rep 24
TASK-300562,OPP-248036,Email,2023-10-30,Completed,Rep 26
TASK-300563,OPP-239995,Email,2024-11-09,Completed,Rep 29
TASK-300564,OPP-242141,Demo,2023-11-22,Completed,Rep 18
TASK-300565,OPP-200554,Proposal Sent,2023-05-05,Open,Rep 32
TASK-300566,OPP-200155,Demo,2023-05-04,Open,Rep 32
TASK-300567,OPP-226869,Call,2023-11-08,Completed,Rep 35
TASK-300568,OPP-218666,Contract Review,2025-04-20,Completed,Rep 41
TASK-300569,OPP-218034,Email,2023-09-19,Open,Rep 11
TASK-300570,OPP-211025,Call,2024-04-30,Completed,Rep 4
TASK-300571,OPP-218732,Email,2024-08-23,Completed,Rep 24
TASK-300572,OPP-236408,Email,2025-07-04,Completed,Rep 32
TASK-300573,OPP-219843,Demo,2023-06-12,Completed,Rep 15
TASK-300574,OPP-217068,Proposal Sent,2025-03-23,Completed,Rep 23
TASK-300575,OPP-230382,Demo,2023-02-15,Completed,Rep 14
TASK-300576,OPP-238578,Call,2024-01-20,Completed,Rep 33
TASK-300577,OPP-234074,Email,2024-07-23,Completed,Rep 35
TASK-300578,OPP-223176,Demo,2025-04-05,Completed,Rep 32
TASK-300579,OPP-211397,Email,2024-06-11,Completed,Rep 2
TASK-300580,OPP-203769,Follow-up,2025-05-23,Completed,Rep 2
TASK-300581,OPP-211848,Demo,2025-04-09,Completed,Rep 34
TASK-300582,OPP-217501,Follow-up,2024-03-25,Completed,Rep 25
TASK-300583,OPP-226915,Call,2023-11-14,Completed,Rep 41
TASK-300584,OPP-233095,Proposal Sent,2023-04-20,Completed,Rep 33
TASK-300585,OPP-225697,Call,2025-05-17,Completed,Rep 8
TASK-300586,OPP-213644,Demo,2025-05-02,Completed,Rep 26
TASK-300587,OPP-214026,Demo,2023-08-18,Completed,Rep 36
TASK-300588,OPP-213679,Demo,2023-03-22,Completed,Rep 18
TASK-300589,OPP-238742,Contract Review,2024-07-31,Completed,Rep 7
TASK-300590,OPP-235438,Email,2024-06-18,Completed,Rep 39
TASK-300591,OPP-233357,Demo,2023-07-01,Completed,Rep 13
TASK-300592,OPP-215237,Email,2025-01-05,Completed,Rep 19
TASK-300593,OPP-244956,Email,2023-08-24,Open,Rep 1
TASK-300594,OPP-209268,Contract Review,2024-08-19,Open,Rep 32
TASK-300595,OPP-206082,Demo,2023-02-01,Completed,Rep 4
TASK-300596,OPP-242600,Call,2025-02-02,Completed,Rep 30
TASK-300597,OPP-249613,Call,2024-01-25,Completed,Rep 40
TASK-300598,OPP-222577,Email,2023-10-23,Completed,Rep 37
TASK-300599,OPP-201281,Contract Review,2024-07-17,Open,Rep 16
TASK-300600,OPP-206281,Email,2025-04-14,Open,Rep 4
TASK-300601,OPP-226636,Demo,2023-05-27,Completed,Rep 4
TASK-300602,OPP-223616,Demo,2023-07-15,Completed,Rep 31
TASK-300603,OPP-243798,Call,2025-06-19,Completed,Rep 6
TASK-300604,OPP-243364,Contract Review,2023-02-17,Completed,Rep 13
TASK-300605,OPP-233674,Email,2025-04-09,Completed,Rep 18
TASK-300606,OPP-219772,Call,2025-03-30,Open,Rep 24
TASK-300607,OPP-226571,Email,2023-06-18,Completed,Rep 18
TASK-300608,OPP-225151,Call,2025-07-03,Open,Rep 41
TASK-300609,OPP-206546,Proposal Sent,2023-08-31,Completed,Rep 25
TASK-300610,OPP-204172,Email,2024-01-16,Completed,Rep 40
TASK-300611,OPP-246684,Email,2025-04-03,Completed,Rep 3
TASK-300612,OPP-230288,Call,2024-05-26,Completed,Rep 34
TASK-300613,OPP-245505,Contract Review,2024-07-03,Completed,Rep 31
TASK-300614,OPP-241653,Call,2023-12-04,Completed,Rep 10
TASK-300615,OPP-239054,Demo,2023-09-29,Completed,Rep 36
TASK-300616,OPP-239178,Demo,2023-04-14,Open,Rep 12
TASK-300617,OPP-210167,Follow-up,2024-05-23,Completed,Rep 42
TASK-300618,OPP-200123,Email,2024-09-25,Blocked,Rep 25
TASK-300619,OPP-227045,Demo,2025-02-24,Completed,Rep 9
TASK-300620,OPP-234499,Call,2025-04-07,Completed,Rep 26
TASK-300621,OPP-202895,Email,2023-11-16,Completed,Rep 31
TASK-300622,OPP-227670,Proposal Sent,2024-05-25,Completed,Rep 28
TASK-300623,OPP-243138,Email,2024-05-11,Completed,Rep 10
TASK-300624,OPP-249423,Call,2023-02-20,Completed,Rep 11
TASK-300625,OPP-220664,Email,2023-09-04,Completed,Rep 40
TASK-300626,OPP-236351,Email,2023-03-26,Completed,Rep 32
TASK-300627,OPP-201861,Email,2025-02-04,Completed,Rep 1
TASK-300628,OPP-249215,Call,2025-01-14,Completed,Rep 5
TASK-300629,OPP-248112,Call,2023-08-05,Open,Rep 20
TASK-300630,OPP-207318,Email,2023-06-03,Completed,Rep 35
TASK-300631,OPP-220339,Email,2024-10-24,Completed,Rep 10
TASK-300632,OPP-215047,Demo,2024-12-26,Completed,Rep 23
TASK-300633,OPP-233247,Call,2025-04-14,Completed,Rep 13
TASK-300634,OPP-206503,Proposal Sent,2023-01-25,Completed,Rep 3
TASK-300635,OPP-216084,Call,2025-06-14,Open,Rep 19
TASK-300636,OPP-241838,Email,2023-04-12,Completed,Rep 9
TASK-300637,OPP-235722,Email,2024-01-06,Open,Rep 14
TASK-300638,OPP-207882,Contract Review,2023-09-04,Completed,Rep 41
TASK-300639,OPP-240927,Proposal Sent,2024-09-26,Completed,Rep 16
TASK-300640,OPP-211406,Demo,2023-05-19,Blocked,Rep 23
TASK-300641,OPP-248898,Email,2025-01-21,Completed,Rep 36
TASK-300642,OPP-215060,Follow-up,2025-01-09,Completed,Rep 12
TASK-300643,OPP-208661,Call,2024-07-06,Completed,Rep 13
TASK-300644,OPP-242381,Follow-up,2024-06-18,Open,Rep 21
TASK-300645,OPP-239479,Demo,2023-12-26,Completed,Rep 23
TASK-300646,OPP-225070,Proposal Sent,2024-07-05,Completed,Rep 9
TASK-300647,OPP-241885,Email,2024-03-06,Completed,Rep 33
TASK-300648,OPP-243238,Email,2023-07-20,Completed,Rep 22
TASK-300649,OPP-200329,Demo,2024-11-08,Completed,Rep 20
TASK-300650,OPP-231472,Email,2023-02-16,Completed,Rep 17
TASK-300651,OPP-230617,Demo,2024-01-17,Open,Rep 14
TASK-300652,OPP-220958,Call,2023-06-05,Completed,Rep 3
TASK-300653,OPP-211535,Email,2023-09-02,Blocked,Rep 39
TASK-300654,OPP-212197,Call,2024-02-13,Open,Rep 33
TASK-300655,OPP-233542,Email,2023-04-10,Completed,Rep 30
TASK-300656,OPP-247584,Follow-up,2024-08-17,Open,Rep 34
TASK-300657,OPP-248620,Call,2024-06-26,Completed,Rep 33
TASK-300658,OPP-217904,Follow-up,2023-11-26,Completed,Rep 21
TASK-300659,OPP-201853,Email,2025-03-21,Completed,Rep 37
TASK-300660,OPP-238578,Email,2024-01-06,Open,Rep 35
TASK-300661,OPP-223391,Email,2023-09-09,Completed,Rep 20
TASK-300662,OPP-239581,Contract Review,2024-07-12,Completed,Rep 30
TASK-300663,OPP-241170,Call,2023-08-26,Completed,Rep 12
TASK-300664,OPP-223668,Email,2024-07-28,Blocked,Rep 13
TASK-300665,OPP-233639,Proposal Sent,2023-07-16,Completed,Rep 5
TASK-300666,OPP-244471,Call,2025-01-11,Completed,Rep 20
TASK-300667,OPP-219336,Email,2024-07-19,Completed,Rep 42
TASK-300668,OPP-203397,Demo,2024-06-03,Completed,Rep 4
TASK-300669,OPP-200528,Call,2024-04-21,Completed,Rep 31
TASK-300670,OPP-218033,Contract Review,2023-03-02,Completed,Rep 8
TASK-300671,OPP-229066,Email,2023-06-15,Completed,Rep 28
TASK-300672,OPP-239486,Follow-up,2024-06-01,Completed,Rep 1
TASK-300673,OPP-221569,Email,2024-05-25,Completed,Rep 34
TASK-300674,OPP-226219,Demo,2024-08-16,Completed,Rep 13
TASK-300675,OPP-237121,Proposal Sent,2024-11-06,Completed,Rep 40
TASK-300676,OPP-235297,Proposal Sent,2024-11-29,Completed,Rep 29
TASK-300677,OPP-202093,Call,2023-02-12,Completed,Rep 10
TASK-300678,OPP-230857,Email,2024-12-14,Open,Rep 19
TASK-300679,OPP-233177,Follow-up,2024-12-22,Completed,Rep 24
TASK-300680,OPP-238405,Email,2023-12-10,Open,Rep 2
TASK-300681,OPP-236303,Follow-up,2024-12-21,Completed,Rep 23
TASK-300682,OPP-225208,Contract Review,2025-04-07,Completed,Rep 12
TASK-300683,OPP-209168,Follow-up,2024-05-04,Completed,Rep 33
TASK-300684,OPP-246789,Email,2025-04-14,Open,Rep 13
TASK-300685,OPP-246743,Proposal Sent,2024-04-02,Completed,Rep 12
TASK-300686,OPP-216860,Call,2024-10-15,Completed,Rep 22
TASK-300687,OPP-231258,Call,2023-04-12,Completed,Rep 2
TASK-300688,OPP-246158,Follow-up,2024-03-14,Completed,Rep 33
TASK-300689,OPP-243816,Demo,2024-11-11,Completed,Rep 34
TASK-300690,OPP-224872,Proposal Sent,2024-11-26,Open,Rep 29
TASK-300691,OPP-224962,Follow-up,2025-03-30,Completed,Rep 24
TASK-300692,OPP-242983,Contract Review,2023-08-30,Open,Rep 5
TASK-300693,OPP-228703,Email,2024-10-12,Completed,Rep 37
TASK-300694,OPP-234837,Email,2025-02-02,Open,Rep 39
TASK-300695,OPP-228946,Demo,2024-07-12,Completed,Rep 11
TASK-300696,OPP-214021,Proposal Sent,2023-05-19,Completed,Rep 30
TASK-300697,OPP-210017,Demo,2024-01-22,Open,Rep 20
TASK-300698,OPP-248116,Call,2023-06-30,Completed,Rep 40
TASK-300699,OPP-224828,Email,2024-05-04,Open,Rep 2
TASK-300700,OPP-230234,Follow-up,2024-09-04,Completed,Rep 3
TASK-300701,OPP-246257,Call,2023-10-12,Completed,Rep 34
TASK-300702,OPP-225239,Proposal Sent,2025-05-10,Completed,Rep 8
TASK-300703,OPP-205842,Contract Review,2025-08-13,Completed,Rep 9
TASK-300704,OPP-248564,Proposal Sent,2024-11-05,Completed,Rep 42
TASK-300705,OPP-205837,Call,2023-12-15,Completed,Rep 5
TASK-300706,OPP-205305,Email,2025-07-18,Open,Rep 29
TASK-300707,OPP-205129,Follow-up,2024-08-13,Completed,Rep 5
TASK-300708,OPP-236467,Email,2025-03-10,Completed,Rep 15
TASK-300709,OPP-232610,Follow-up,2023-04-02,Completed,Rep 40
TASK-300710,OPP-206303,Proposal Sent,2025-04-13,Completed,Rep 27
TASK-300711,OPP-220046,Follow-up,2023-10-12,Completed,Rep 40
TASK-300712,OPP-236883,Email,2025-07-10,Completed,Rep 7
TASK-300713,OPP-229747,Email,2024-04-13,Completed,Rep 20
TASK-300714,OPP-228033,Call,2024-11-19,Completed,Rep 37
TASK-300715,OPP-212544,Call,2025-02-11,Completed,Rep 26
TASK-300716,OPP-237174,Email,2024-09-06,Completed,Rep 30
TASK-300717,OPP-244251,Call,2024-05-31,Completed,Rep 34
TASK-300718,OPP-230658,Call,2024-11-30,Completed,Rep 34
TASK-300719,OPP-239137,Call,2024-05-04,Open,Rep 39
TASK-300720,OPP-224770,Email,2024-04-01,Completed,Rep 10
TASK-300721,OPP-236816,Call,2024-03-30,Blocked,Rep 1
TASK-300722,OPP-200722,Email,2025-01-20,Completed,Rep 16
TASK-300723,OPP-205844,Call,2024-04-08,Completed,Rep 29
TASK-300724,OPP-242045,Email,2025-05-04,Completed,Rep 9
TASK-300725,OPP-231534,Email,2024-06-04,Completed,Rep 37
TASK-300726,OPP-204516,Email,2024-03-12,Open,Rep 21
TASK-300727,OPP-206931,Email,2025-05-11,Completed,Rep 31
TASK-300728,OPP-249687,Email,2024-04-24,Completed,Rep 28
TASK-300729,OPP-242278,Call,2023-08-15,Completed,Rep 37
TASK-300730,OPP-227443,Email,2024-12-14,Completed,Rep 13
TASK-300731,OPP-247953,Demo,2024-06-02,Completed,Rep 24
TASK-300732,OPP-243388,Demo,2024-12-27,Completed,Rep 39
TASK-300733,OPP-219623,Email,2023-05-05,Completed,Rep 39
TASK-300734,OPP-203140,Email,2024-12-01,Completed,Rep 5
TASK-300735,OPP-226865,Follow-up,2025-01-12,Completed,Rep 29
TASK-300736,OPP-206506,Demo,2023-04-28,Completed,Rep 1
TASK-300737,OPP-214189,Email,2023-04-19,Completed,Rep 25
TASK-300738,OPP-247587,Email,2024-07-20,Completed,Rep 16
TASK-300739,OPP-203921,Call,2025-06-09,Completed,Rep 10
TASK-300740,OPP-207602,Contract Review,2023-10-26,Completed,Rep 25
TASK-300741,OPP-231350,Follow-up,2025-03-22,Completed,Rep 38
TASK-300742,OPP-241982,Email,2024-08-30,Completed,Rep 14
TASK-300743,OPP-210686,Proposal Sent,2023-09-23,Blocked,Rep 2
TASK-300744,OPP-210645,Proposal Sent,2024-08-18,Completed,Rep 25
TASK-300745,OPP-228675,Follow-up,2024-08-04,Completed,Rep 41
TASK-300746,OPP-239683,Email,2025-05-04,Completed,Rep 14
TASK-300747,OPP-227440,Follow-up,2024-06-15,Completed,Rep 33
TASK-300748,OPP-202538,Contract Review,2024-08-12,Completed,Rep 3
TASK-300749,OPP-244671,Call,2024-11-10,Open,Rep 22
TASK-300750,OPP-228559,Email,2023-06-12,Open,Rep 14
TASK-300751,OPP-201306,Contract Review,2023-12-04,Completed,Rep 31
TASK-300752,OPP-244692,Follow-up,2025-02-01,Completed,Rep 16
TASK-300753,OPP-217992,Email,2023-12-13,Blocked,Rep 16
TASK-300754,OPP-204027,Call,2025-02-13,Completed,Rep 12
TASK-300755,OPP-241789,Demo,2025-06-07,Blocked,Rep 38
TASK-300756,OPP-247602,Call,2024-04-24,Completed,Rep 18
TASK-300757,OPP-208949,Call,2025-06-02,Completed,Rep 4
TASK-300758,OPP-228013,Proposal Sent,2023-01-15,Open,Rep 24
TASK-300759,OPP-224660,Contract Review,2024-12-10,Blocked,Rep 34
TASK-300760,OPP-204056,Contract Review,2025-05-19,Completed,Rep 31
TASK-300761,OPP-204758,Email,2025-01-17,Completed,Rep 6
TASK-300762,OPP-228121,Follow-up,2024-01-18,Completed,Rep 11
TASK-300763,OPP-200803,Follow-up,2024-09-06,Completed,Rep 30
TASK-300764,OPP-206247,Demo,2025-04-04,Completed,Rep 32
TASK-300765,OPP-220231,Demo,2025-03-25,Completed,Rep 40
TASK-300766,OPP-217031,Follow-up,2025-03-15,Completed,Rep 22
TASK-300767,OPP-241836,Proposal Sent,2024-03-29,Completed,Rep 13
TASK-300768,OPP-233548,Contract Review,2024-08-21,Blocked,Rep 36
TASK-300769,OPP-227716,Demo,2023-01-03,Open,Rep 2
TASK-300770,OPP-245964,Email,2025-04-13,Completed,Rep 38
TASK-300771,OPP-243731,Email,2023-10-03,Completed,Rep 19
TASK-300772,OPP-249023,Call,2024-11-22,Completed,Rep 21
TASK-300773,OPP-233413,Call,2023-11-05,Completed,Rep 11
TASK-300774,OPP-200764,Call,2023-07-29,Blocked,Rep 21
TASK-300775,OPP-203932,Contract Review,2023-12-09,Completed,Rep 19
TASK-300776,OPP-210041,Email,2024-03-28,Open,Rep 31
TASK-300777,OPP-225336,Demo,2023-08-22,Completed,Rep 42
TASK-300778,OPP-224888,Email,2023-04-22,Completed,Rep 14
TASK-300779,OPP-203575,Email,2025-06-14,Completed,Rep 18
TASK-300780,OPP-213520,Email,2024-07-25,Completed,Rep 14
TASK-300781,OPP-248290,Email,2023-10-19,Completed,Rep 33
TASK-300782,OPP-249693,Email,2023-11-09,Completed,Rep 29
